Number,Address,List Date,Price,Days on market,Total floor area,Year Built,Age,Lot Size,Latitude,Longitude,geometry,Neighborhood
173,2895 ALAMEIN AVENUE,3/23/2020,2955000,39,2588,1993,27,4171.75,49.2503355,-123.1701575,POINT (-123.1701575 49.2503355),Arbutus Ridge
174,3266 E PENDER STREET,6/19/2019,1300000,120,2498,2007,12,5425.0,49.2799567,-123.0346098,POINT (-123.0346098 49.2799567),Hastings-Sunrise
175,557 E 11TH AVENUE,2/18/2020,2255000,7,3089,1910,110,4026.0,49.260861,-123.0917496,POINT (-123.0917496 49.260861),Mount Pleasant
176,761 E 55TH AVENUE,6/20/2019,1575000,4,2684,1985,34,3950.0,49.2201354,-123.088775,POINT (-123.088775 49.2201354),Sunset
177,2442 E 10TH AVENUE,2/24/2020,1762000,1,2620,1968,52,6400.0,49.2608207,-123.0556391,POINT (-123.0556391 49.2608207),Renfrew-Collingwood
178,2720 WATERLOO STREET,5/31/2019,1867000,10,2506,1925,94,3960.0,49.2622394,-123.1795479,POINT (-123.1795479 49.2622394),Kitsilano
179,1087 PARK DRIVE,5/2/2019,2175000,88,3414,1912,107,5640.0,49.2150356,-123.1311799,POINT (-123.1311799 49.2150356),Marpole
180,2161 W 48TH AVENUE,2/24/2020,2800000,38,2871,1924,96,5900.0,49.2283541,-123.1576183,POINT (-123.1576183 49.2283541),Kerrisdale
181,8141 LAUREL STREET,5/6/2019,2090000,243,3000,1951,69,6035.04,49.211963,-123.1263741,POINT (-123.1263741 49.211963),Marpole
182,5284 ELGIN STREET,2/25/2020,1270000,10,1834,1934,86,3300.0,49.2371047,-123.0833667,POINT (-123.0833667 49.2371047),Kensington-Cedar Cottage
183,488 AUBREY PLACE,5/9/2019,1675000,103,2074,1960,59,5311.0,49.2441358,-123.0946563,POINT (-123.0946563 49.2441358),Riley Park
184,3337 WORTHINGTON DRIVE,9/25/2019,2140000,7,3445,2012,7,4900.0,49.2559361,-123.0326932,POINT (-123.0326932 49.2559361),Renfrew-Collingwood
185,2949 W 28TH AVENUE,3/23/2020,2610000,62,2441,2014,6,3328.0,49.2473035,-123.1716342,POINT (-123.1716342 49.2473035),Dunbar-Southlands
186,5569 COMMERCIAL STREET,6/4/2019,1371100,36,2603,1982,37,4052.0,49.233942,-123.0690944,POINT (-123.0690944 49.233942),Kensington-Cedar Cottage
187,6272 BUTLER STREET,5/15/2020,1638000,5,1918,1948,72,5283.23,49.226796,-123.0333621,POINT (-123.0333621 49.226796),Killarney
188,716 E 11TH AVENUE,11/25/2019,1700000,7,3597,1908,111,4026.0,49.2604682,-123.0886196,POINT (-123.0886196 49.2604682),Mount Pleasant
189,2127 E 46TH AVENUE,12/11/2019,2195000,108,3540,2019,1,4026.0,49.2287267,-123.0632112,POINT (-123.0632112 49.2287267),Victoria-Fraserview
190,4675 NANAIMO STREET,9/10/2019,1500000,82,2206,1967,52,4760.3,49.24306120000001,-123.0574103,POINT (-123.0574103 49.24306120000001),Kensington-Cedar Cottage
191,990 E 11TH AVENUE,5/2/2019,1390000,84,3100,1926,93,4026.0,49.2603434,-123.0835737,POINT (-123.0835737 49.2603434),Mount Pleasant
192,1724 MCSPADDEN AVENUE,4/1/2020,1480000,6,2110,1911,109,2500.0,49.26628280000001,-123.0690925,POINT (-123.0690925 49.26628280000001),Grandview-Woodland
193,3425 E GEORGIA STREET,10/11/2019,1225000,19,2324,1971,48,3850.0,49.2784934,-123.0298403,POINT (-123.0298403 49.2784934),Hastings-Sunrise
194,3539 HULL STREET,12/18/2019,1325000,6,2400,1918,102,4270.0,49.2530138,-123.0644242,POINT (-123.0644242 49.2530138),Kensington-Cedar Cottage
195,8361--8365 CARTIER STREET,10/31/2019,1750000,4,2414,1977,42,4052.4,49.2103487,-123.1380373,POINT (-123.1380373 49.2103487),Marpole
196,2275 SLOCAN STREET,7/4/2019,2150000,55,3453,2019,0,4026.0,49.2640711,-123.0497333,POINT (-123.0497333 49.2640711),Hastings-Sunrise
197,2020 NANTON AVENUE,3/17/2020,3000000,14,3329,1964,56,7200.0,49.2473824,-123.1506065,POINT (-123.1506065 49.2473824),Arbutus Ridge
198,2775 WARD STREET,8/8/2017,1150000,719,1700,1932,87,3366.0,49.2395028,-123.0479625,POINT (-123.0479625 49.2395028),Renfrew-Collingwood
199,3809 W KING EDWARD AVENUE,11/4/2019,2480000,3,2925,1929,90,6039.0,49.2503821,-123.1885656,POINT (-123.1885656 49.2503821),Dunbar-Southlands
200,2428 FRANKLIN STREET,3/13/2020,1000000,23,938,1922,98,4027.32,49.2818603,-123.0559043,POINT (-123.0559043 49.2818603),Hastings-Sunrise
201,1589 E 35TH AVENUE,3/16/2020,1520000,7,2182,1995,25,3630.0,49.2387075,-123.0727895,POINT (-123.0727895 49.2387075),Kensington-Cedar Cottage
202,2688 E 57TH AVENUE,11/5/2019,2171428,30,3491,2019,0,4062.0,49.21784400000001,-123.0529743,POINT (-123.0529743 49.21784400000001),Victoria-Fraserview
203,2810 MCGILL STREET,9/11/2019,1218000,5,1976,1930,89,4022.0,49.2884532,-123.0463029,POINT (-123.0463029 49.2884532),Hastings-Sunrise
204,2217 E 48TH AVENUE,8/12/2019,1398888,8,2497,1973,46,4026.0,49.2265081,-123.0617101,POINT (-123.0617101 49.2265081),Victoria-Fraserview
205,1810 W 61ST AVENUE,9/30/2019,2388000,120,3146,1967,53,7670.0,49.21583829999999,-123.148871,POINT (-123.148871 49.21583829999999),Kerrisdale
206,407 E KING EDWARD AVENUE,4/15/2020,1575000,5,1912,1910,110,2188.0,49.2489091,-123.0963541,POINT (-123.0963541 49.2489091),Riley Park
207,1304 E 36TH AVENUE,7/16/2019,1750000,124,3082,2017,2,3657.0,49.2375278,-123.0788935,POINT (-123.0788935 49.2375278),Kensington-Cedar Cottage
208,2180 RENFREW STREET,8/12/2019,1025000,207,3108,1946,74,4026.0,49.2649896,-123.0436546,POINT (-123.0436546 49.2649896),Hastings-Sunrise
209,5824 CHESTER STREET,9/23/2019,1150000,1,1547,1929,90,4026.0,49.2317706,-123.0889276,POINT (-123.0889276 49.2317706),Sunset
210,2326 W 45TH AVENUE,7/5/2019,2258000,38,2814,1971,48,4080.0,49.2307619,-123.1604561,POINT (-123.1604561 49.2307619),Kerrisdale
211,285 E 18TH AVENUE,3/13/2020,1818000,8,2369,1913,107,6032.56,49.2549849,-123.0989772,POINT (-123.0989772 49.2549849),Riley Park
212,6388 GRANVILLE STREET,5/29/2019,2228000,30,3363,1945,74,7750.0,49.2282376,-123.1393555,POINT (-123.1393555 49.2282376),Oakridge
213,2864 E 22ND AVENUE,4/29/2019,1155000,71,2007,1961,58,3960.0,49.250374,-123.0455886,POINT (-123.0455886 49.250374),Renfrew-Collingwood
214,3588 W 28TH AVENUE,9/3/2019,2150000,10,2767,1935,84,6495.0,49.24690349999999,-123.184448,POINT (-123.184448 49.24690349999999),Dunbar-Southlands
215,6905 DUMFRIES STREET,10/22/2019,1415000,21,2474,1972,47,4011.48,49.2215466,-123.0750394,POINT (-123.0750394 49.2215466),Victoria-Fraserview
216,2136 FRANKLIN STREET,10/29/2019,1225000,9,2142,1913,106,4199.24,49.2819082,-123.0609123,POINT (-123.0609123 49.2819082),Grandview-Woodland
217,541 E 28TH AVENUE,6/17/2019,1840000,7,2232,1964,55,4727.25,49.2458525,-123.0931071,POINT (-123.0931071 49.2458525),Riley Park
218,2135 E 2ND AVENUE,7/2/2019,1330000,23,2098,1958,61,4026.0,49.2688373,-123.0611704,POINT (-123.0611704 49.2688373),Grandview-Woodland
219,3166 E 1ST AVENUE,9/12/2019,1288000,12,2705,1975,44,4224.35,49.2691429,-123.0373756,POINT (-123.0373756 49.2691429),Hastings-Sunrise
220,2375 BURQUITLAM DRIVE,3/19/2019,1888000,136,3867,2005,14,6435.0,49.2098813,-123.0579631,POINT (-123.0579631 49.2098813),Victoria-Fraserview
221,2077 WAVERLEY AVENUE,6/17/2019,1228000,13,2716,1982,37,3696.0,49.22732449999999,-123.0640386,POINT (-123.0640386 49.22732449999999),Victoria-Fraserview
222,4728 LITTLE STREET,6/17/2019,900000,31,1700,1930,89,3280.0,49.242445,-123.0637404,POINT (-123.0637404 49.242445),Kensington-Cedar Cottage
223,3804 W 22ND AVENUE,5/5/2020,2470000,4,2450,1926,94,4026.0,49.25264319999999,-123.1882932,POINT (-123.1882932 49.25264319999999),Dunbar-Southlands
224,716 CASSIAR STREET,1/14/2020,1010000,9,2032,1933,87,4026.0,49.2779414,-123.0305759,POINT (-123.0305759 49.2779414),Hastings-Sunrise
225,3385 ANZIO DRIVE,5/6/2020,1865000,13,3231,2004,16,4950.0,49.2525543,-123.0315441,POINT (-123.0315441 49.2525543),Renfrew-Collingwood
226,1767 W 61ST AVENUE,6/26/2019,2830000,12,3894,1992,27,6500.0,49.216224,-123.1472348,POINT (-123.1472348 49.216224),Marpole
227,5968 KNIGHT STREET,3/18/2020,1199000,5,2666,1965,55,5063.0,49.23013659999999,-123.0768633,POINT (-123.0768633 49.23013659999999),Victoria-Fraserview
228,3693 DUNDAS STREET,11/12/2019,1710000,132,2457,1927,93,3818.6,49.2850037,-123.0238182,POINT (-123.0238182 49.2850037),Hastings-Sunrise
229,2147 E PENDER STREET,2/18/2020,1851000,6,2580,1912,108,3019.5,49.2804691,-123.0605997,POINT (-123.0605997 49.2804691),Grandview-Woodland
230,1582 W 68TH AVENUE,9/3/2019,2012000,27,2361,1992,27,3828.0,49.2103416,-123.1431603,POINT (-123.1431603 49.2103416),Marpole
231,601 W 22ND AVENUE,6/18/2019,2700000,52,2195,1911,108,4350.52,49.2517675,-123.1185364,POINT (-123.1185364 49.2517675),South Cambie
232,4615 W 15TH AVENUE,6/17/2019,2248000,26,2468,1987,32,4026.0,49.2595825,-123.2128177,POINT (-123.2128177 49.2595825),West Point Grey
233,4228 W 10TH AVENUE,2/5/2020,1885000,8,2317,1927,93,4026.0,49.2634844,-123.2008906,POINT (-123.2008906 49.2634844),West Point Grey
234,6276 BROOKS STREET,7/24/2019,1950000,44,3900,1991,28,5245.0,49.2267946,-123.0347872,POINT (-123.0347872 49.2267946),Killarney
235,3055 WATERLOO STREET,6/17/2019,1999999,4,2065,1947,72,3696.0,49.2592693,-123.1804881,POINT (-123.1804881 49.2592693),Kitsilano
236,5622 CULLODEN STREET,3/17/2020,1450000,49,1668,1948,72,5384.0,49.2334846,-123.0780658,POINT (-123.0780658 49.2334846),Kensington-Cedar Cottage
237,2327 COLLINGWOOD STREET,1/31/2020,1900000,19,2644,1912,108,2400.0,49.26554540000001,-123.1821429,POINT (-123.1821429 49.26554540000001),Kitsilano
238,3140 WATERLOO STREET,4/15/2020,2650000,23,2958,2004,16,3696.0,49.2585335,-123.1796848,POINT (-123.1796848 49.2585335),Kitsilano
239,14 W 14TH AVENUE,8/26/2019,1445000,73,2425,1910,109,3267.0,49.2582536,-123.1053294,POINT (-123.1053294 49.2582536),Mount Pleasant
240,1929 W 45TH AVENUE,3/13/2019,2880000,213,3749,1927,92,6725.0,49.2309778,-123.1502402,POINT (-123.1502402 49.2309778),Kerrisdale
241,3399 PRICE STREET,6/19/2019,2070000,5,3573,2018,1,4160.0,49.2431429,-123.0314494,POINT (-123.0314494 49.2431429),Renfrew-Collingwood
242,3390 E 49TH AVENUE,10/15/2018,1275000,305,2990,1958,61,5200.8,49.22451969999999,-123.032716,POINT (-123.032716 49.22451969999999),Killarney
243,290 NIGEL AVENUE,2/10/2020,2556000,16,3000,1990,30,4980.0,49.2457453,-123.11109,POINT (-123.11109 49.2457453),Riley Park
244,3692 TURNER STREET,9/12/2019,1450000,91,2229,2004,15,4048.0,49.2788859,-123.0239077,POINT (-123.0239077 49.2788859),Hastings-Sunrise
245,3120 ST. CATHERINES STREET,6/18/2019,1856500,8,3100,1925,94,4275.4,49.2568288,-123.0852802,POINT (-123.0852802 49.2568288),Mount Pleasant
246,3079 W 6TH AVENUE,9/4/2019,2350000,6,2417,1929,90,3599.64,49.2669268,-123.1733992,POINT (-123.1733992 49.2669268),Kitsilano
247,2645 E 7TH AVENUE,2/19/2020,1302000,0,834,1928,92,4026.0,49.26408559999999,-123.0510123,POINT (-123.0510123 49.26408559999999),Hastings-Sunrise
248,3562 W 5TH AVENUE,10/21/2019,2200000,52,2663,1912,107,3300.0,49.267492,-123.1832214,POINT (-123.1832214 49.267492),Kitsilano
249,6950 INVERNESS STREET,9/20/2019,2250000,23,3550,2018,1,4026.0,49.2211266,-123.0798688,POINT (-123.0798688 49.2211266),Sunset
250,1637 W 62ND AVENUE,2/26/2020,2430000,20,3313,1927,93,6500.0,49.2152471,-123.1445844,POINT (-123.1445844 49.2152471),Marpole
251,2047 E 25TH AVENUE,11/28/2019,1298000,15,1925,1955,65,3778.5,49.24872509999999,-123.063888,POINT (-123.063888 49.24872509999999),Kensington-Cedar Cottage
252,2995 W 14TH AVENUE,10/2/2019,2383325,2,2121,1928,92,4831.2,49.2598369,-123.1719979,POINT (-123.1719979 49.2598369),Kitsilano
253,4499 NANAIMO STREET,10/9/2019,1415000,105,2410,1992,28,4026.0,49.2449458,-123.0570667,POINT (-123.0570667 49.2449458),Kensington-Cedar Cottage
254,2421 EDDINGTON DRIVE,7/8/2019,2860000,119,4263,1990,29,7222.0,49.2453017,-123.1615722,POINT (-123.1615722 49.2453017),Arbutus Ridge
255,922 E 51ST AVENUE,5/10/2019,1870000,139,3078,1997,22,5124.0,49.2233062,-123.086441,POINT (-123.086441 49.2233062),Sunset
256,3330 W 23RD AVENUE,7/9/2019,2318888,63,2200,1991,28,4026.0,49.2517321,-123.1793727,POINT (-123.1793727 49.2517321),Dunbar-Southlands
257,6770 SHERBROOKE STREET,2/25/2020,2190476,12,3559,2019,1,3936.0,49.2227,-123.08115,POINT (-123.08115 49.2227),Sunset
258,3256 GRANT STREET,3/8/2020,1550000,2,2386,1964,56,4158.0,49.27111350000001,-123.0352524,POINT (-123.0352524 49.27111350000001),Hastings-Sunrise
259,4752 VICTORIA DRIVE,9/16/2019,1264300,161,1600,1929,91,3136.0,49.242163,-123.065019,POINT (-123.065019 49.242163),Kensington-Cedar Cottage
260,941 E 64TH AVENUE,8/21/2019,1808000,114,2876,2013,7,4113.18,49.21221629999999,-123.0864857,POINT (-123.0864857 49.21221629999999),Sunset
261,958 E 38TH AVENUE,10/18/2019,2556000,7,3456,2019,0,4026.0,49.2353979,-123.0855423,POINT (-123.0855423 49.2353979),Kensington-Cedar Cottage
262,2079 W 46TH AVENUE,10/1/2019,2378000,67,2731,1924,95,6750.0,49.2300895,-123.154353,POINT (-123.154353 49.2300895),Kerrisdale
263,6172 PRINCE ALBERT STREET,11/29/2019,1365000,0,1733,1953,66,4026.0,49.2284808,-123.0876513,POINT (-123.0876513 49.2284808),Sunset
264,3035 CHARLES STREET,9/30/2019,1260000,7,1918,1981,38,3268.6,49.2735507,-123.0407794,POINT (-123.0407794 49.2735507),Hastings-Sunrise
265,4183 ST. GEORGE STREET,8/6/2019,1310000,39,1927,1912,107,3600.0,49.2476564,-123.0944421,POINT (-123.0944421 49.2476564),Riley Park
266,7188 STIRLING STREET,3/4/2020,2274200,27,3529,2010,10,5040.0,49.2188866,-123.0603848,POINT (-123.0603848 49.2188866),Victoria-Fraserview
267,2760 WATERLOO STREET,2/29/2020,2830000,10,2625,2007,13,3267.0,49.2618727,-123.1795705,POINT (-123.1795705 49.2618727),Kitsilano
268,4430 W 7TH AVENUE,2/17/2020,2348500,57,2582,1938,82,3715.8,49.2661795,-123.2070048,POINT (-123.2070048 49.2661795),West Point Grey
269,1661 E 35TH AVENUE,2/28/2019,1100000,112,2212,1950,69,3630.0,49.2386879,-123.071947,POINT (-123.071947 49.2386879),Kensington-Cedar Cottage
270,4538 SOPHIA STREET,2/24/2020,1629000,16,2481,1910,110,3603.6,49.2439662,-123.0983919,POINT (-123.0983919 49.2439662),Riley Park
271,2733 FRASER STREET,10/15/2019,1720000,21,2808,1913,106,2646.0,49.2601034,-123.0894188,POINT (-123.0894188 49.2601034),Mount Pleasant
272,3478 W 36TH AVENUE,9/9/2019,2800000,0,2823,1926,93,6512.0,49.2392765,-123.1815128,POINT (-123.1815128 49.2392765),Dunbar-Southlands
273,62 W 63RD AVENUE,2/12/2020,1990000,2,2353,1988,32,3957.0,49.21315269999999,-123.1078167,POINT (-123.1078167 49.21315269999999),Marpole
274,3577 PRICE STREET,1/22/2020,1190000,123,1672,1956,64,4570.5,49.2411194,-123.0263697,POINT (-123.0263697 49.2411194),Renfrew-Collingwood
275,2375 E 37TH AVENUE,4/10/2019,1290000,76,2520,1955,64,3916.0,49.2375628,-123.057415,POINT (-123.057415 49.2375628),Renfrew-Collingwood
276,304 E 37TH AVENUE,3/30/2020,1650000,30,2034,1931,89,3936.4,49.2369981,-123.099159,POINT (-123.099159 49.2369981),Riley Park
277,1404 W 64TH AVENUE,7/2/2019,1520000,22,1980,1951,68,3799.0,49.2128799,-123.1379269,POINT (-123.1379269 49.2128799),Marpole
278,3320 E 29TH AVENUE,5/7/2019,1368888,80,2005,2002,17,3731.0,49.2442834,-123.0328818,POINT (-123.0328818 49.2442834),Renfrew-Collingwood
279,1819 E 6TH AVENUE,11/4/2019,1325000,10,1058,1945,74,2500.0,49.2652532,-123.0673487,POINT (-123.0673487 49.2652532),Grandview-Woodland
280,1666 SW MARINE DRIVE,8/14/2019,2300000,39,5615,1949,70,11700.0,49.2082316,-123.1457579,POINT (-123.1457579 49.2082316),Marpole
281,2521 NAPIER STREET,9/16/2019,983000,9,1480,1930,89,3564.0,49.27517839999999,-123.0540681,POINT (-123.0540681 49.27517839999999),Hastings-Sunrise
282,1225 EAST 35TH AVENUE,8/16/2019,1200000,4,1974,1978,41,3214.53,49.238327,-123.0799155,POINT (-123.0799155 49.238327),Kensington-Cedar Cottage
283,4778 FLEMING STREET,10/5/2019,1400000,13,2564,1986,33,4042.5,49.2419391,-123.0718332,POINT (-123.0718332 49.2419391),Kensington-Cedar Cottage
284,6350 ALMA STREET,2/20/2019,2010000,143,2838,1971,48,6825.0,49.2289887,-123.1867146,POINT (-123.1867146 49.2289887),Dunbar-Southlands
285,3138 E 16TH AVENUE,5/1/2019,1430000,108,2548,1966,53,4811.45,49.2553992,-123.0381065,POINT (-123.0381065 49.2553992),Renfrew-Collingwood
286,3573 TANNER STREET,7/2/2019,1088000,4,1674,1930,89,3960.0,49.2431688,-123.0285656,POINT (-123.0285656 49.2431688),Renfrew-Collingwood
287,1718 LAKEWOOD DRIVE,5/9/2019,1650000,48,2682,1968,51,4026.0,49.2688755,-123.0617197,POINT (-123.0617197 49.2688755),Grandview-Woodland
288,837 KEEFER STREET,7/15/2019,2051000,8,2915,1901,118,3050.0,49.2794359,-123.0863191,POINT (-123.0863191 49.2794359),Strathcona
289,4023 W 15TH AVENUE,4/24/2019,2300000,108,1930,1928,91,4023.36,49.2592964,-123.1948546,POINT (-123.1948546 49.2592964),West Point Grey
290,3468 NORMANDY DRIVE,9/8/2019,1437000,15,2840,1977,42,4510.0,49.2522969,-123.0289472,POINT (-123.0289472 49.2522969),Renfrew-Collingwood
291,4335 JOHN STREET,4/16/2020,1790000,23,1660,1910,110,3678.0,49.2462765,-123.0977033,POINT (-123.0977033 49.2462765),Riley Park
292,2817 W 29TH AVENUE,9/3/2019,2430000,12,2587,1988,31,4296.0,49.24630579999999,-123.1686385,POINT (-123.1686385 49.24630579999999),Arbutus Ridge
293,2986 E 42ND AVENUE,1/17/2020,2200000,9,3211,2008,12,4880.0,49.2318126,-123.0435581,POINT (-123.0435581 49.2318126),Killarney
294,3494 W 22ND AVENUE,1/22/2020,2241000,7,2421,1970,50,4026.0,49.2526342,-123.1815142,POINT (-123.1815142 49.2526342),Dunbar-Southlands
295,2539 E GEORGIA STREET,10/15/2019,1155000,18,1484,1913,106,3547.5,49.2784577,-123.0534812,POINT (-123.0534812 49.2784577),Hastings-Sunrise
296,225 E 57 AVENUE,9/10/2019,1560000,94,3098,1960,59,4322.0,49.21865769999999,-123.1010738,POINT (-123.1010738 49.21865769999999),Sunset
297,4206 BEATRICE STREET,10/10/2019,1538100,10,3075,1920,99,3996.0,49.2472717,-123.0661043,POINT (-123.0661043 49.2472717),Kensington-Cedar Cottage
298,1765-1767 E 15TH AVENUE,4/8/2019,1350000,78,2525,1911,108,4026.0,49.2570492,-123.0682544,POINT (-123.0682544 49.2570492),Kensington-Cedar Cottage
299,531 E 18TH AVENUE,5/5/2020,1449000,3,2349,1959,61,4026.0,49.2548915,-123.0930869,POINT (-123.0930869 49.2548915),Riley Park
300,2676 E 4TH AVENUE,3/18/2020,1400000,15,1953,1942,78,4026.0,49.2664488,-123.0503037,POINT (-123.0503037 49.2664488),Hastings-Sunrise
301,425 E 63RD AVENUE,11/21/2019,1440000,16,2198,1961,58,5034.0,49.213626,-123.0971495,POINT (-123.0971495 49.213626),Sunset
302,6720 INVERNESS STREET,7/15/2019,1210000,6,1880,1956,63,4092.0,49.22322519999999,-123.079835,POINT (-123.079835 49.22322519999999),Sunset
303,2031 COLLINGWOOD STREET,10/25/2019,2025000,6,3185,1912,107,3600.0,49.2680894,-123.1820241,POINT (-123.1820241 49.2680894),Kitsilano
304,8221 CARTIER STREET,5/6/2020,1713000,6,1831,1927,93,4026.0,49.21142889999999,-123.1380928,POINT (-123.1380928 49.21142889999999),Marpole
305,4544 W 13TH AVENUE,5/12/2020,2350000,7,2694,1930,90,4026.0,49.2608895,-123.2105354,POINT (-123.2105354 49.2608895),West Point Grey
306,3296 E 6TH AVENUE,10/18/2019,1390000,13,2600,1983,36,4026.0,49.264591,-123.0342132,POINT (-123.0342132 49.264591),Hastings-Sunrise
307,8078 HAIG STREET,9/17/2019,2300000,2,3206,2019,0,3846.0,49.2124394,-123.1367798,POINT (-123.1367798 49.2124394),Marpole
308,2525 W 8TH AVENUE,2/28/2020,2800000,10,2658,1922,98,6000.0,49.2651519,-123.1630696,POINT (-123.1630696 49.2651519),Kitsilano
309,3537 DUNDAS STREET,9/30/2019,1125000,22,1974,1952,67,4026.0,49.28502049999999,-123.027382,POINT (-123.027382 49.28502049999999),Hastings-Sunrise
310,7061 CYPRESS STREET,5/29/2019,3000000,24,3602,1928,91,8580.0,49.2212784,-123.1500297,POINT (-123.1500297 49.2212784),Kerrisdale
311,2148 GRAVELEY STREET,7/12/2019,2170000,7,2549,1911,108,4026.0,49.27024,-123.0607216,POINT (-123.0607216 49.27024),Grandview-Woodland
312,3116 W 3RD AVENUE,8/22/2019,2300000,7,3228,1937,82,3951.75,49.2691257,-123.174304,POINT (-123.174304 49.2691257),Kitsilano
313,2782 E 48TH AVENUE,11/19/2019,1780000,48,3300,1955,65,6545.0,49.2256637,-123.0488712,POINT (-123.0488712 49.2256637),Killarney
314,5507 CHAMBERS STREET,3/9/2020,1880000,7,2878,2007,13,4998.0,49.2347731,-123.0533211,POINT (-123.0533211 49.2347731),Renfrew-Collingwood
315,1665 LILLOOET STREET,1/21/2019,815000,134,400,1968,51,3842.0,49.2697954,-123.039206,POINT (-123.039206 49.2697954),Hastings-Sunrise
316,7749 MUNROE CRESCENT,4/27/2020,1580000,3,2895,1973,47,6325.0,49.2148162,-123.0392544,POINT (-123.0392544 49.2148162),Killarney
317,2331 E 6TH AVENUE,8/19/2019,1899000,6,2433,1924,95,4026.0,49.2652134,-123.0575976,POINT (-123.0575976 49.2652134),Grandview-Woodland
318,3164 E 46TH AVENUE,9/30/2019,1130000,15,1709,1962,57,3366.0,49.2282543,-123.0390348,POINT (-123.0390348 49.2282543),Killarney
319,1943 NAPIER STREET,12/4/2019,2200000,5,3100,1909,110,4026.0,49.27503300000001,-123.0646371,POINT (-123.0646371 49.27503300000001),Grandview-Woodland
320,948 W 22ND AVENUE,7/10/2019,2118000,90,2494,1939,80,4026.0,49.2515091,-123.1259844,POINT (-123.1259844 49.2515091),South Cambie
321,3150 GRANT STREET,12/10/2019,1495000,28,1626,1946,74,5080.0,49.2711231,-123.0376941,POINT (-123.0376941 49.2711231),Hastings-Sunrise
322,2748 DUNDAS STREET,3/3/2020,1608000,6,2763,1926,94,5856.0,49.28458999999999,-123.0482662,POINT (-123.0482662 49.28458999999999),Hastings-Sunrise
323,4703 COMMERCIAL STREET,4/15/2020,1333000,7,2130,1963,57,4092.0,49.2428825,-123.0682845,POINT (-123.0682845 49.2428825),Kensington-Cedar Cottage
324,2712 WAVERLEY AVENUE,10/15/2019,1590000,3,2571,1962,57,4867.8,49.226583,-123.0513763,POINT (-123.0513763 49.226583),Victoria-Fraserview
325,2128 W 21ST AVENUE,4/27/2020,2760000,0,1616,1930,90,6100.0,49.2533007,-123.1541761,POINT (-123.1541761 49.2533007),Arbutus Ridge
326,3815 W 31ST AVENUE,10/17/2019,2160000,5,2911,1935,84,4293.31,49.2445211,-123.1886346,POINT (-123.1886346 49.2445211),Dunbar-Southlands
327,125 E 53RD AVENUE,8/22/2019,2388000,8,3493,1991,28,5856.0,49.2222186,-123.1031459,POINT (-123.1031459 49.2222186),Sunset
328,3025 WATERLOO STREET,4/14/2020,2250000,10,2259,1990,30,3696.0,49.2594474,-123.1804422,POINT (-123.1804422 49.2594474),Kitsilano
329,5149 FAIRMONT STREET,12/6/2019,1335000,58,1845,1999,21,3267.0,49.23814410000001,-123.0456711,POINT (-123.0456711 49.23814410000001),Renfrew-Collingwood
330,82 E 45TH AVENUE,8/6/2019,1880000,8,2460,1957,62,4032.0,49.22920269999999,-123.1041918,POINT (-123.1041918 49.22920269999999),Sunset
331,3333 VENABLES STREET,4/6/2020,1357000,25,1993,1999,21,3547.5,49.27684319999999,-123.0325041,POINT (-123.0325041 49.27684319999999),Hastings-Sunrise
332,189 W 46TH AVENUE,4/8/2019,2060000,58,3078,1986,33,5160.0,49.2288763,-123.1104695,POINT (-123.1104695 49.2288763),Oakridge
333,369 E 34TH AVENUE,2/14/2020,1319000,10,1809,1910,110,3481.5,49.2398226,-123.0981681,POINT (-123.0981681 49.2398226),Riley Park
334,1222 E 61ST AVENUE,7/15/2019,1526000,20,2142,2003,16,3762.0,49.21445629999999,-123.0814538,POINT (-123.0814538 49.21445629999999),Sunset
335,265 E 36TH AVENUE,4/9/2019,1340000,93,2154,1961,58,3902.0,49.2383884,-123.1000481,POINT (-123.1000481 49.2383884),Riley Park
336,495 E 61ST AVENUE,2/17/2020,1175000,9,1754,1954,66,3536.57,49.2150867,-123.0944295,POINT (-123.0944295 49.2150867),Sunset
337,3875 LILLOOET STREET,5/31/2019,1150000,39,1864,1946,73,4120.5,49.24995999999999,-123.0394587,POINT (-123.0394587 49.24995999999999),Renfrew-Collingwood
338,125 E 22ND AVENUE,2/18/2020,2000000,6,2179,1905,115,3904.0,49.2511273,-123.1023423,POINT (-123.1023423 49.2511273),Riley Park
339,7642 OSLER STREET,4/22/2020,1661000,5,1678,1945,75,4356.0,49.2160209,-123.1310335,POINT (-123.1310335 49.2160209),Marpole
340,4331 MILLER STREET,6/18/2019,999999,165,1445,1925,94,2788.0,49.2462707,-123.0692942,POINT (-123.0692942 49.2462707),Kensington-Cedar Cottage
341,3536 WORTHINGTON DRIVE,2/10/2020,2420000,24,3856,2019,1,4513.0,49.2523462,-123.0271697,POINT (-123.0271697 49.2523462),Renfrew-Collingwood
342,3962 W 30TH AVENUE,9/19/2019,2898000,6,734,1929,90,6500.0,49.2450342,-123.1926378,POINT (-123.1926378 49.2450342),Dunbar-Southlands
343,3454 E 4TH AVENUE,8/20/2019,2060000,5,2908,2018,1,4094.64,49.2664163,-123.0297023,POINT (-123.0297023 49.2664163),Hastings-Sunrise
344,2496 E 3RD AVENUE,10/17/2019,1850000,5,2466,2003,16,4026.0,49.2674045,-123.0549411,POINT (-123.0549411 49.2674045),Hastings-Sunrise
