neighbourhood,crime_type,year,count
Dunbar-Southlands,Other Theft,2024,75
Dunbar-Southlands,Other Theft,2025,34
Dunbar-Southlands,Theft from Vehicle,2003,254
Dunbar-Southlands,Theft from Vehicle,2004,419
Dunbar-Southlands,Theft from Vehicle,2005,268
Dunbar-Southlands,Theft from Vehicle,2006,154
Dunbar-Southlands,Theft from Vehicle,2007,130
Dunbar-Southlands,Theft from Vehicle,2008,86
Dunbar-Southlands,Theft from Vehicle,2009,127
Dunbar-Southlands,Theft from Vehicle,2010,175
Dunbar-Southlands,Theft from Vehicle,2011,254
Dunbar-Southlands,Theft from Vehicle,2012,244
Dunbar-Southlands,Theft from Vehicle,2013,151
Dunbar-Southlands,Theft from Vehicle,2014,167
Dunbar-Southlands,Theft from Vehicle,2015,220
Dunbar-Southlands,Theft from Vehicle,2016,187
Dunbar-Southlands,Theft from Vehicle,2017,167
Dunbar-Southlands,Theft from Vehicle,2018,199
Dunbar-Southlands,Theft from Vehicle,2019,176
Dunbar-Southlands,Theft from Vehicle,2020,168
Dunbar-Southlands,Theft from Vehicle,2021,90
Dunbar-Southlands,Theft from Vehicle,2022,93
Dunbar-Southlands,Theft from Vehicle,2023,98
Dunbar-Southlands,Theft from Vehicle,2024,85
Dunbar-Southlands,Theft from Vehicle,2025,34
Dunbar-Southlands,Theft of Bicycle,2003,21
Dunbar-Southlands,Theft of Bicycle,2004,18
Dunbar-Southlands,Theft of Bicycle,2005,10
Dunbar-Southlands,Theft of Bicycle,2006,18
Dunbar-Southlands,Theft of Bicycle,2007,17
Dunbar-Southlands,Theft of Bicycle,2008,17
Dunbar-Southlands,Theft of Bicycle,2009,19
Dunbar-Southlands,Theft of Bicycle,2010,17
Dunbar-Southlands,Theft of Bicycle,2011,14
Dunbar-Southlands,Theft of Bicycle,2012,16
Dunbar-Southlands,Theft of Bicycle,2013,16
Dunbar-Southlands,Theft of Bicycle,2014,23
Dunbar-Southlands,Theft of Bicycle,2015,12
Dunbar-Southlands,Theft of Bicycle,2016,12
Dunbar-Southlands,Theft of Bicycle,2017,21
Dunbar-Southlands,Theft of Bicycle,2018,16
Dunbar-Southlands,Theft of Bicycle,2019,26
Dunbar-Southlands,Theft of Bicycle,2020,39
Dunbar-Southlands,Theft of Bicycle,2021,6
Dunbar-Southlands,Theft of Bicycle,2022,13
Dunbar-Southlands,Theft of Bicycle,2023,3
Dunbar-Southlands,Theft of Bicycle,2024,6
Dunbar-Southlands,Theft of Bicycle,2025,3
Dunbar-Southlands,Theft of Vehicle,2003,115
Dunbar-Southlands,Theft of Vehicle,2004,100
Dunbar-Southlands,Theft of Vehicle,2005,111
Dunbar-Southlands,Theft of Vehicle,2006,44
Dunbar-Southlands,Theft of Vehicle,2007,33
Dunbar-Southlands,Theft of Vehicle,2008,29
Dunbar-Southlands,Theft of Vehicle,2009,33
Dunbar-Southlands,Theft of Vehicle,2010,28
Dunbar-Southlands,Theft of Vehicle,2011,18
Dunbar-Southlands,Theft of Vehicle,2012,25
Dunbar-Southlands,Theft of Vehicle,2013,13
Dunbar-Southlands,Theft of Vehicle,2014,25
Dunbar-Southlands,Theft of Vehicle,2015,32
Dunbar-Southlands,Theft of Vehicle,2016,10
Dunbar-Southlands,Theft of Vehicle,2017,19
Dunbar-Southlands,Theft of Vehicle,2018,9
Dunbar-Southlands,Theft of Vehicle,2019,11
Dunbar-Southlands,Theft of Vehicle,2020,12
Dunbar-Southlands,Theft of Vehicle,2021,8
Dunbar-Southlands,Theft of Vehicle,2022,13
Dunbar-Southlands,Theft of Vehicle,2023,9
Dunbar-Southlands,Theft of Vehicle,2024,4
Dunbar-Southlands,Vehicle Collision or Pedestrian Struck (with Fatality),2003,1
Dunbar-Southlands,Vehicle Collision or Pedestrian Struck (with Fatality),2005,1
Dunbar-Southlands,Vehicle Collision or Pedestrian Struck (with Fatality),2007,1
Dunbar-Southlands,Vehicle Collision or Pedestrian Struck (with Fatality),2018,1
Dunbar-Southlands,Vehicle Collision or Pedestrian Struck (with Injury),2003,5
Dunbar-Southlands,Vehicle Collision or Pedestrian Struck (with Injury),2004,2
Dunbar-Southlands,Vehicle Collision or Pedestrian Struck (with Injury),2005,6
Dunbar-Southlands,Vehicle Collision or Pedestrian Struck (with Injury),2006,5
Dunbar-Southlands,Vehicle Collision or Pedestrian Struck (with Injury),2008,1
Dunbar-Southlands,Vehicle Collision or Pedestrian Struck (with Injury),2009,2
Dunbar-Southlands,Vehicle Collision or Pedestrian Struck (with Injury),2010,1
Dunbar-Southlands,Vehicle Collision or Pedestrian Struck (with Injury),2011,3
Dunbar-Southlands,Vehicle Collision or Pedestrian Struck (with Injury),2012,8
Dunbar-Southlands,Vehicle Collision or Pedestrian Struck (with Injury),2013,2
Dunbar-Southlands,Vehicle Collision or Pedestrian Struck (with Injury),2014,15
Dunbar-Southlands,Vehicle Collision or Pedestrian Struck (with Injury),2015,29
Dunbar-Southlands,Vehicle Collision or Pedestrian Struck (with Injury),2016,29
Dunbar-Southlands,Vehicle Collision or Pedestrian Struck (with Injury),2017,18
Dunbar-Southlands,Vehicle Collision or Pedestrian Struck (with Injury),2018,23
Dunbar-Southlands,Vehicle Collision or Pedestrian Struck (with Injury),2019,22
Dunbar-Southlands,Vehicle Collision or Pedestrian Struck (with Injury),2020,10
Dunbar-Southlands,Vehicle Collision or Pedestrian Struck (with Injury),2021,18
Dunbar-Southlands,Vehicle Collision or Pedestrian Struck (with Injury),2022,14
Dunbar-Southlands,Vehicle Collision or Pedestrian Struck (with Injury),2023,12
Dunbar-Southlands,Vehicle Collision or Pedestrian Struck (with Injury),2024,21
Dunbar-Southlands,Vehicle Collision or Pedestrian Struck (with Injury),2025,10
Fairview,Break and Enter Commercial,2003,327
Fairview,Break and Enter Commercial,2004,307
Fairview,Break and Enter Commercial,2005,272
Fairview,Break and Enter Commercial,2006,244
Fairview,Break and Enter Commercial,2007,234
Fairview,Break and Enter Commercial,2008,185
Fairview,Break and Enter Commercial,2009,210
Fairview,Break and Enter Commercial,2010,181
Fairview,Break and Enter Commercial,2011,163
Fairview,Break and Enter Commercial,2012,183
Fairview,Break and Enter Commercial,2013,153
Fairview,Break and Enter Commercial,2014,254
Fairview,Break and Enter Commercial,2015,218
Fairview,Break and Enter Commercial,2016,248
Fairview,Break and Enter Commercial,2017,228
Fairview,Break and Enter Commercial,2018,137
Fairview,Break and Enter Commercial,2019,232
Fairview,Break and Enter Commercial,2020,263
Fairview,Break and Enter Commercial,2021,177
Fairview,Break and Enter Commercial,2022,134
Fairview,Break and Enter Commercial,2023,142
Fairview,Break and Enter Commercial,2024,95
Fairview,Break and Enter Commercial,2025,63
Fairview,Break and Enter Residential/Other,2003,585
Fairview,Break and Enter Residential/Other,2004,432
Fairview,Break and Enter Residential/Other,2005,467
Fairview,Break and Enter Residential/Other,2006,330
Fairview,Break and Enter Residential/Other,2007,376
Fairview,Break and Enter Residential/Other,2008,353
Fairview,Break and Enter Residential/Other,2009,226
Fairview,Break and Enter Residential/Other,2010,120
Fairview,Break and Enter Residential/Other,2011,110
Fairview,Break and Enter Residential/Other,2012,234
Fairview,Break and Enter Residential/Other,2013,179
Fairview,Break and Enter Residential/Other,2014,106
Fairview,Break and Enter Residential/Other,2015,181
Fairview,Break and Enter Residential/Other,2016,90
Fairview,Break and Enter Residential/Other,2017,71
Fairview,Break and Enter Residential/Other,2018,73
Fairview,Break and Enter Residential/Other,2019,85
Fairview,Break and Enter Residential/Other,2020,93
Fairview,Break and Enter Residential/Other,2021,37
Fairview,Break and Enter Residential/Other,2022,64
Fairview,Break and Enter Residential/Other,2023,63
Fairview,Break and Enter Residential/Other,2024,37
Fairview,Break and Enter Residential/Other,2025,9
Fairview,Homicide,2006,1
Fairview,Homicide,2007,1
Fairview,Homicide,2016,1
Fairview,Homicide,2017,1
Fairview,Homicide,2019,1
Fairview,Mischief,2003,381
Fairview,Mischief,2004,261
Fairview,Mischief,2005,276
Fairview,Mischief,2006,238
Fairview,Mischief,2007,234
Fairview,Mischief,2008,211
Fairview,Mischief,2009,192
Fairview,Mischief,2010,188
Fairview,Mischief,2011,184
Fairview,Mischief,2012,188
Fairview,Mischief,2013,169
Fairview,Mischief,2014,190
Fairview,Mischief,2015,191
Fairview,Mischief,2016,185
Fairview,Mischief,2017,240
Fairview,Mischief,2018,231
Fairview,Mischief,2019,283
Fairview,Mischief,2020,285
Fairview,Mischief,2021,225
Fairview,Mischief,2022,237
Fairview,Mischief,2023,256
Fairview,Mischief,2024,236
Fairview,Mischief,2025,114
Fairview,Offence Against a Person,2003,107
Fairview,Offence Against a Person,2004,117
Fairview,Offence Against a Person,2005,109
Fairview,Offence Against a Person,2006,101
Fairview,Offence Against a Person,2007,123
Fairview,Offence Against a Person,2008,104
Fairview,Offence Against a Person,2009,107
Fairview,Offence Against a Person,2010,101
Fairview,Offence Against a Person,2011,88
Fairview,Offence Against a Person,2012,82
Fairview,Offence Against a Person,2013,89
Fairview,Offence Against a Person,2014,86
Fairview,Offence Against a Person,2015,71
Fairview,Offence Against a Person,2016,89
Fairview,Offence Against a Person,2017,85
Fairview,Offence Against a Person,2018,70
Fairview,Offence Against a Person,2019,80
Fairview,Offence Against a Person,2020,90
Fairview,Offence Against a Person,2021,101
Fairview,Offence Against a Person,2022,100
Fairview,Offence Against a Person,2023,112
Fairview,Offence Against a Person,2024,87
Fairview,Offence Against a Person,2025,28
Fairview,Other Theft,2003,976
Fairview,Other Theft,2004,853
Fairview,Other Theft,2005,898
Fairview,Other Theft,2006,749
Fairview,Other Theft,2007,720
Fairview,Other Theft,2008,654
Fairview,Other Theft,2009,664
Fairview,Other Theft,2010,596
Fairview,Other Theft,2011,617
Fairview,Other Theft,2012,677
Fairview,Other Theft,2013,648
Fairview,Other Theft,2014,745
Fairview,Other Theft,2015,666
Fairview,Other Theft,2016,747
Fairview,Other Theft,2017,648
Fairview,Other Theft,2018,653
Fairview,Other Theft,2019,772
Fairview,Other Theft,2020,429
Fairview,Other Theft,2021,412
Fairview,Other Theft,2022,562
Fairview,Other Theft,2023,714
Fairview,Other Theft,2024,677
Fairview,Other Theft,2025,354
Fairview,Theft from Vehicle,2003,1328
Fairview,Theft from Vehicle,2004,1295
Fairview,Theft from Vehicle,2005,1351
Fairview,Theft from Vehicle,2006,1109
Fairview,Theft from Vehicle,2007,855
Fairview,Theft from Vehicle,2008,793
Fairview,Theft from Vehicle,2009,801
Fairview,Theft from Vehicle,2010,655
Fairview,Theft from Vehicle,2011,507
Fairview,Theft from Vehicle,2012,548
Fairview,Theft from Vehicle,2013,482
Fairview,Theft from Vehicle,2014,772
Fairview,Theft from Vehicle,2015,590
Fairview,Theft from Vehicle,2016,608
Fairview,Theft from Vehicle,2017,551
Fairview,Theft from Vehicle,2018,692
Fairview,Theft from Vehicle,2019,890
Fairview,Theft from Vehicle,2020,630
Fairview,Theft from Vehicle,2021,377
Fairview,Theft from Vehicle,2022,300
Fairview,Theft from Vehicle,2023,306
Fairview,Theft from Vehicle,2024,241
Fairview,Theft from Vehicle,2025,112
Fairview,Theft of Bicycle,2003,181
Fairview,Theft of Bicycle,2004,165
Fairview,Theft of Bicycle,2005,166
Fairview,Theft of Bicycle,2006,234
Fairview,Theft of Bicycle,2007,187
Fairview,Theft of Bicycle,2008,138
Fairview,Theft of Bicycle,2009,260
Fairview,Theft of Bicycle,2010,250
Fairview,Theft of Bicycle,2011,195
Fairview,Theft of Bicycle,2012,261
Fairview,Theft of Bicycle,2013,265
Fairview,Theft of Bicycle,2014,299
Fairview,Theft of Bicycle,2015,391
Fairview,Theft of Bicycle,2016,300
Fairview,Theft of Bicycle,2017,227
Fairview,Theft of Bicycle,2018,245
Fairview,Theft of Bicycle,2019,233
Fairview,Theft of Bicycle,2020,266
Fairview,Theft of Bicycle,2021,180
Fairview,Theft of Bicycle,2022,197
Fairview,Theft of Bicycle,2023,151
Fairview,Theft of Bicycle,2024,105
Fairview,Theft of Bicycle,2025,50
Fairview,Theft of Vehicle,2003,400
Fairview,Theft of Vehicle,2004,344
Fairview,Theft of Vehicle,2005,278
Fairview,Theft of Vehicle,2006,217
Fairview,Theft of Vehicle,2007,236
Fairview,Theft of Vehicle,2008,121
Fairview,Theft of Vehicle,2009,74
Fairview,Theft of Vehicle,2010,61
Fairview,Theft of Vehicle,2011,46
Fairview,Theft of Vehicle,2012,44
Fairview,Theft of Vehicle,2013,36
Fairview,Theft of Vehicle,2014,52
Fairview,Theft of Vehicle,2015,60
Fairview,Theft of Vehicle,2016,51
Fairview,Theft of Vehicle,2017,47
Fairview,Theft of Vehicle,2018,56
Fairview,Theft of Vehicle,2019,45
Fairview,Theft of Vehicle,2020,36
Fairview,Theft of Vehicle,2021,32
Fairview,Theft of Vehicle,2022,41
Fairview,Theft of Vehicle,2023,27
Fairview,Theft of Vehicle,2024,29
Fairview,Theft of Vehicle,2025,5
Fairview,Vehicle Collision or Pedestrian Struck (with Fatality),2003,2
Fairview,Vehicle Collision or Pedestrian Struck (with Fatality),2004,1
Fairview,Vehicle Collision or Pedestrian Struck (with Fatality),2005,2
Fairview,Vehicle Collision or Pedestrian Struck (with Fatality),2006,1
Fairview,Vehicle Collision or Pedestrian Struck (with Fatality),2007,4
Fairview,Vehicle Collision or Pedestrian Struck (with Fatality),2010,1
Fairview,Vehicle Collision or Pedestrian Struck (with Fatality),2012,1
Fairview,Vehicle Collision or Pedestrian Struck (with Fatality),2013,1
Fairview,Vehicle Collision or Pedestrian Struck (with Fatality),2014,3
Fairview,Vehicle Collision or Pedestrian Struck (with Fatality),2016,1
Fairview,Vehicle Collision or Pedestrian Struck (with Fatality),2017,1
Fairview,Vehicle Collision or Pedestrian Struck (with Fatality),2020,1
Fairview,Vehicle Collision or Pedestrian Struck (with Fatality),2025,1
Fairview,Vehicle Collision or Pedestrian Struck (with Injury),2003,15
Fairview,Vehicle Collision or Pedestrian Struck (with Injury),2004,15
Fairview,Vehicle Collision or Pedestrian Struck (with Injury),2005,11
Fairview,Vehicle Collision or Pedestrian Struck (with Injury),2006,9
Fairview,Vehicle Collision or Pedestrian Struck (with Injury),2007,8
Fairview,Vehicle Collision or Pedestrian Struck (with Injury),2008,2
Fairview,Vehicle Collision or Pedestrian Struck (with Injury),2009,4
Fairview,Vehicle Collision or Pedestrian Struck (with Injury),2010,12
Fairview,Vehicle Collision or Pedestrian Struck (with Injury),2011,6
Fairview,Vehicle Collision or Pedestrian Struck (with Injury),2012,14
Fairview,Vehicle Collision or Pedestrian Struck (with Injury),2013,13
Fairview,Vehicle Collision or Pedestrian Struck (with Injury),2014,81
Fairview,Vehicle Collision or Pedestrian Struck (with Injury),2015,89
Fairview,Vehicle Collision or Pedestrian Struck (with Injury),2016,88
Fairview,Vehicle Collision or Pedestrian Struck (with Injury),2017,73
Fairview,Vehicle Collision or Pedestrian Struck (with Injury),2018,61
Fairview,Vehicle Collision or Pedestrian Struck (with Injury),2019,51
Fairview,Vehicle Collision or Pedestrian Struck (with Injury),2020,39
Fairview,Vehicle Collision or Pedestrian Struck (with Injury),2021,47
Fairview,Vehicle Collision or Pedestrian Struck (with Injury),2022,37
Fairview,Vehicle Collision or Pedestrian Struck (with Injury),2023,33
Fairview,Vehicle Collision or Pedestrian Struck (with Injury),2024,47
Fairview,Vehicle Collision or Pedestrian Struck (with Injury),2025,13
Grandview-Woodland,Break and Enter Commercial,2003,263
Grandview-Woodland,Break and Enter Commercial,2004,188
Grandview-Woodland,Break and Enter Commercial,2005,155
Grandview-Woodland,Break and Enter Commercial,2006,188
Grandview-Woodland,Break and Enter Commercial,2007,133
Grandview-Woodland,Break and Enter Commercial,2008,110
Grandview-Woodland,Break and Enter Commercial,2009,79
Grandview-Woodland,Break and Enter Commercial,2010,90
Grandview-Woodland,Break and Enter Commercial,2011,101
Grandview-Woodland,Break and Enter Commercial,2012,119
Grandview-Woodland,Break and Enter Commercial,2013,152
Grandview-Woodland,Break and Enter Commercial,2014,125
Grandview-Woodland,Break and Enter Commercial,2015,151
Grandview-Woodland,Break and Enter Commercial,2016,163
Grandview-Woodland,Break and Enter Commercial,2017,150
Grandview-Woodland,Break and Enter Commercial,2018,148
Grandview-Woodland,Break and Enter Commercial,2019,156
Grandview-Woodland,Break and Enter Commercial,2020,147
Grandview-Woodland,Break and Enter Commercial,2021,122
Grandview-Woodland,Break and Enter Commercial,2022,103
Grandview-Woodland,Break and Enter Commercial,2023,104
Grandview-Woodland,Break and Enter Commercial,2024,76
Grandview-Woodland,Break and Enter Commercial,2025,40
Grandview-Woodland,Break and Enter Residential/Other,2003,659
Grandview-Woodland,Break and Enter Residential/Other,2004,503
Grandview-Woodland,Break and Enter Residential/Other,2005,394
Grandview-Woodland,Break and Enter Residential/Other,2006,417
Grandview-Woodland,Break and Enter Residential/Other,2007,439
Grandview-Woodland,Break and Enter Residential/Other,2008,372
Grandview-Woodland,Break and Enter Residential/Other,2009,292
Grandview-Woodland,Break and Enter Residential/Other,2010,264
Grandview-Woodland,Break and Enter Residential/Other,2011,217
Grandview-Woodland,Break and Enter Residential/Other,2012,175
Grandview-Woodland,Break and Enter Residential/Other,2013,225
Grandview-Woodland,Break and Enter Residential/Other,2014,148
Grandview-Woodland,Break and Enter Residential/Other,2015,170
Grandview-Woodland,Break and Enter Residential/Other,2016,158
Grandview-Woodland,Break and Enter Residential/Other,2017,166
Grandview-Woodland,Break and Enter Residential/Other,2018,162
Grandview-Woodland,Break and Enter Residential/Other,2019,138
Grandview-Woodland,Break and Enter Residential/Other,2020,111
Grandview-Woodland,Break and Enter Residential/Other,2021,94
Grandview-Woodland,Break and Enter Residential/Other,2022,87
Grandview-Woodland,Break and Enter Residential/Other,2023,86
Grandview-Woodland,Break and Enter Residential/Other,2024,51
Grandview-Woodland,Break and Enter Residential/Other,2025,23
Grandview-Woodland,Homicide,2003,1
Grandview-Woodland,Homicide,2004,3
Grandview-Woodland,Homicide,2005,2
Grandview-Woodland,Homicide,2006,1
Grandview-Woodland,Homicide,2007,1
Grandview-Woodland,Homicide,2008,2
Grandview-Woodland,Homicide,2010,1
Grandview-Woodland,Homicide,2011,2
Grandview-Woodland,Homicide,2013,1
Grandview-Woodland,Homicide,2015,1
Grandview-Woodland,Homicide,2017,2
Grandview-Woodland,Homicide,2020,1
Grandview-Woodland,Homicide,2021,1
Grandview-Woodland,Mischief,2003,472
Grandview-Woodland,Mischief,2004,349
Grandview-Woodland,Mischief,2005,389
Grandview-Woodland,Mischief,2006,351
Grandview-Woodland,Mischief,2007,357
Grandview-Woodland,Mischief,2008,416
Grandview-Woodland,Mischief,2009,307
Grandview-Woodland,Mischief,2010,300
Grandview-Woodland,Mischief,2011,301
Grandview-Woodland,Mischief,2012,307
Grandview-Woodland,Mischief,2013,360
Grandview-Woodland,Mischief,2014,312
Grandview-Woodland,Mischief,2015,255
Grandview-Woodland,Mischief,2016,302
Grandview-Woodland,Mischief,2017,299
Grandview-Woodland,Mischief,2018,300
Grandview-Woodland,Mischief,2019,368
Grandview-Woodland,Mischief,2020,359
Grandview-Woodland,Mischief,2021,300
Grandview-Woodland,Mischief,2022,275
Grandview-Woodland,Mischief,2023,329
Grandview-Woodland,Mischief,2024,308
Grandview-Woodland,Mischief,2025,151
Grandview-Woodland,Offence Against a Person,2003,397
Grandview-Woodland,Offence Against a Person,2004,386
Grandview-Woodland,Offence Against a Person,2005,408
